,Latitude,Longitude,Altitude,Date,DateStr,Weekday,IsWeekend,Dis2Center,Dis2Destination,Time
39,39.874726,116.368268,200.0,1222100306,2008-09-23 00:18:26,1,0,664.3878116961251,0.1681306212544615,0
40,39.876386,116.36826,187.0,1222100460,2008-09-23 00:21:00,1,0,664.5723807172816,1.02879625981638,0
41,39.885898,116.368365,236.0,1222100729,2008-09-23 00:25:29,1,0,665.6301057099898,0.7752643102809967,0
42,39.893118,116.368365,174.0,1222101022,2008-09-23 00:30:22,1,0,666.4328980313531,0.4484548301738534,0
43,39.897396,116.368463,157.0,1222101250,2008-09-23 00:34:10,1,0,666.9086484986206,0.11262688591272674,0
44,39.897906,116.366915,167.0,1222145093,2008-09-23 12:44:53,1,0,666.9641162463398,1.0387982511506821,4
45,39.888396,116.368086,141.0,1222145294,2008-09-23 12:48:14,1,0,665.9076330008958,2.0371209081093244,4
46,39.869833,116.36796,144.0,1222145549,2008-09-23 12:52:29,1,0,663.8435093746709,0.8463009799544694,4
47,39.863633,116.369021,157.0,1222185631,2008-09-24 00:00:31,2,0,663.1549955433451,0.10105336463356694,0
48,39.863546,116.367876,151.0,1222185817,2008-09-24 00:03:37,2,0,663.1443893647346,0.11071180221381384,0
49,39.864798,116.368001,154.0,1222186360,2008-09-24 00:12:40,2,0,663.283700408727,0.1820839792399978,0
50,39.866655,116.368235,157.0,1222186904,2008-09-24 00:21:44,2,0,663.4903699746966,0.15919535919414624,0
51,39.868349,116.368173,157.0,1222187140,2008-09-24 00:25:40,2,0,663.678675649467,0.577367267568478,0
52,39.873803,116.368301,131.0,1222187361,2008-09-24 00:29:21,2,0,664.2852100355585,0.10670193765561722,0
53,39.87499,116.368309,262.0,1222187480,2008-09-24 00:31:20,2,0,664.4171991216693,0.12659074852207763,0
54,39.876384,116.368371,144.0,1222187606,2008-09-24 00:33:26,2,0,664.572248366057,0.9051306720595151,0
55,39.884783,116.368336,148.0,1222187920,2008-09-24 00:38:40,2,0,665.5061052898889,0.02535305260111468,0
56,39.885244,116.368381,144.0,1222188078,2008-09-24 00:41:18,2,0,665.5574003742872,0.059916475489815095,0
57,39.88592,116.368333,108.0,1222188233,2008-09-24 00:43:53,2,0,665.6325259692594,0.08842210555455536,0
58,39.886951,116.368458,102.0,1222188386,2008-09-24 00:46:26,2,0,665.7472642417848,0.45757005395203376,0
59,39.891293,116.368431,164.0,1222188497,2008-09-24 00:48:17,2,0,666.2300295922126,0.015567311232710613,0
60,39.891663,116.368408,141.0,1222188613,2008-09-24 00:50:13,2,0,666.2711512851519,0.2675343736953782,0
61,39.894306,116.368655,203.0,1222188823,2008-09-24 00:53:43,2,0,666.5652269616318,0.4268334571393115,0
62,39.987083,116.326868,174.0,1222227300,2008-09-24 11:35:00,2,0,676.8578835818992,0.1951625772104317,3
63,39.985076,116.327036,217.0,1222227483,2008-09-24 11:38:03,2,0,676.6347692787065,1.1211495084702217,3
64,39.898093,116.36697,52.0,1222233228,2008-09-24 13:13:48,2,0,666.9849523727078,0.45240874597046765,4
65,39.893986,116.368253,174.0,1222233361,2008-09-24 13:16:01,2,0,666.5293204775326,0.6294584324638789,4
66,39.888096,116.368076,72.0,1222233523,2008-09-24 13:18:43,2,0,665.8742679018749,2.009889160068788,4
67,39.869768,116.367946,135.0,1222233847,2008-09-24 13:24:07,2,0,663.8362707099399,0.8727258266026018,4
68,39.863164,116.369006,171.0,1222271966,2008-09-24 23:59:26,2,0,663.1028351458152,0.12919127681418807,8
69,39.864071,116.367874,167.0,1222272033,2008-09-25 00:00:33,3,0,663.2027625525316,0.26892047581667916,0
70,39.866743,116.368228,171.0,1222272328,2008-09-25 00:05:28,3,0,663.50014901893,1.5452271614507975,0
71,39.880825,116.368418,282.0,1222272747,2008-09-25 00:12:27,3,0,665.0660815256615,0.4609567116830544,0
72,39.885203,116.368383,164.0,1222272974,2008-09-25 00:16:14,3,0,665.5528432028445,0.06932501204262193,0
73,39.886029,116.368413,240.0,1222273138,2008-09-25 00:18:58,3,0,665.6447105139421,0.11935986554811924,0
74,39.887301,116.368163,220.0,1222273297,2008-09-25 00:21:37,3,0,665.7859419850241,1.1784281522245463,0
75,39.898123,116.366974,213.0,1222310524,2008-09-25 10:42:04,3,0,666.9882912493526,0.4375942124485367,3
76,39.894084,116.368178,131.0,1222310642,2008-09-25 10:44:02,3,0,666.5401565599759,0.34203633279814233,3
77,39.890798,116.36815,59.0,1222310751,2008-09-25 10:45:51,3,0,666.1747632762623,0.13207811921471693,3
78,39.889386,116.368025,138.0,1222310900,2008-09-25 10:48:20,3,0,666.0176620406169,0.09774198815754975,3
79,39.888246,116.368021,154.0,1222311055,2008-09-25 10:50:55,3,0,665.8909020794916,0.6658592375455549,3
80,39.881996,116.368064,164.0,1222311216,2008-09-25 10:53:36,3,0,665.195998560658,1.3191231796839071,3
81,39.869873,116.367973,128.0,1222311441,2008-09-25 10:57:21,3,0,663.8479674810853,0.9770428460219346,3
82,39.86329,116.369009,253.0,1222358262,2008-09-25 23:57:42,3,0,663.1168475410742,0.05928221329744015,8
83,39.863348,116.368015,157.0,1222358320,2008-09-25 23:58:40,3,0,663.1224861187467,0.11542077729387368,8
84,39.864636,116.368074,148.0,1222358529,2008-09-26 00:02:09,4,0,663.265746708185,0.08970766045591494,0
85,39.865703,116.368235,180.0,1222358699,2008-09-26 00:04:59,4,0,663.3845170449144,0.07695627208610563,0
86,39.866655,116.368236,115.0,1222358849,2008-09-26 00:07:29,4,0,663.4903707862493,0.09025385270234583,0
87,39.867701,116.368205,138.0,1222358992,2008-09-26 00:09:52,4,0,663.60665043472,0.07042145401381644,0
88,39.868565,116.368161,154.0,1222359123,2008-09-26 00:12:03,4,0,663.702682978074,0.8107747523506647,0
89,39.876075,116.368288,197.0,1222359438,2008-09-26 00:17:18,4,0,664.5378233043963,0.5888153235426562,0
90,39.881593,116.36843,203.0,1222359608,2008-09-26 00:20:08,4,0,665.1514852236114,0.5676841268680755,0
91,39.886954,116.368371,154.0,1222359787,2008-09-26 00:23:07,4,0,665.7475272816713,1.2327255647390707,0
92,39.897916,116.366873,115.0,1222399635,2008-09-26 11:27:15,4,0,666.9651949228065,0.38860686313232373,3
93,39.894443,116.368251,230.0,1222399754,2008-09-26 11:29:14,4,0,666.5801327362495,0.6129595929035432,3
94,39.888671,116.367935,253.0,1222399958,2008-09-26 11:32:38,4,0,665.9380886275394,2.0804599791683063,3
95,39.869701,116.367931,121.0,1222400259,2008-09-26 11:37:39,4,0,663.828808859583,0.8398843099248589,3
96,39.863286,116.369023,138.0,1222446652,2008-09-27 00:30:52,5,1,663.1164142800625,0.24109502911597455,0
97,39.865573,116.368193,131.0,1222446788,2008-09-27 00:33:08,5,1,663.3700282570663,0.10452351479807802,0
98,39.866766,116.368253,220.0,1222446965,2008-09-27 00:36:05,5,1,663.502726680073,0.1128325338415368,0
99,39.868029,116.368228,125.0,1222447234,2008-09-27 00:40:34,5,1,663.64313943011,6.073943641137453,0
100,39.863249,116.369033,118.0,1222532342,2008-09-28 00:19:02,6,1,663.1123084674875,0.10951127913305793,0
101,39.864021,116.367966,148.0,1222532424,2008-09-28 00:20:24,6,1,663.1972774006517,0.1866470002343167,0
102,39.865941,116.368258,105.0,1222532556,2008-09-28 00:22:36,6,1,663.4109989483575,0.0483705375624358,0
103,39.86664,116.368269,49.0,1222532705,2008-09-28 00:25:05,6,1,663.4887297234372,0.08517989572834629,0
104,39.867613,116.368175,115.0,1222532906,2008-09-28 00:28:26,6,1,663.5968413833957,1.0211583727998608,0
105,39.877056,116.368323,115.0,1222533099,2008-09-28 00:31:39,6,1,664.6469291350038,0.9283733872949518,0
106,39.885644,116.368361,125.0,1222533331,2008-09-28 00:35:31,6,1,665.6018601921318,0.18139981339185282,0
107,39.887535,116.368373,161.0,1222533561,2008-09-28 00:39:21,6,1,665.8121303311314,0.7809744278096463,0
108,39.863648,116.369043,59.0,1223221888,2008-10-05 23:51:28,6,1,663.1566814647308,0.031239733320110482,8
109,39.863215,116.368733,115.0,1223222004,2008-10-05 23:53:24,6,1,663.1082820804212,0.08366788105514707,8
110,39.863711,116.367901,157.0,1223222263,2008-10-05 23:57:43,6,1,663.1627559278129,0.23058353901948436,8
111,39.866041,116.368203,95.0,1223222517,2008-10-06 00:01:57,0,0,663.4220733161147,0.011627311920219279,0
112,39.866284,116.368256,148.0,1223222629,2008-10-06 00:03:49,0,0,663.4491355113669,0.17133025797822019,0
113,39.868081,116.368206,171.0,1223222844,2008-10-06 00:07:24,0,0,663.6489034683476,0.9399832470802721,0
114,39.876776,116.368343,131.0,1223223199,2008-10-06 00:13:19,0,0,664.6158121433732,0.30158235388387894,0
115,39.879714,116.368518,230.0,1223223413,2008-10-06 00:16:53,0,0,664.9426306203466,0.13857116658821148,0
116,39.881173,116.368348,164.0,1223223608,2008-10-06 00:20:08,0,0,665.1047188813567,0.15820735020427992,0
117,39.882854,116.368385,223.0,1223223748,2008-10-06 00:22:28,0,0,665.2916593727645,0.014710973722456642,0
118,39.883236,116.368331,138.0,1223224022,2008-10-06 00:27:02,0,0,665.334090204392,0.20535045121808765,0
119,39.885333,116.368424,180.0,1223224415,2008-10-06 00:33:35,0,0,665.5673311537861,0.14079944661142937,0
120,39.886843,116.368379,164.0,1223224723,2008-10-06 00:38:43,0,0,665.7351916661644,0.48038020336387893,0
121,39.891411,116.368318,177.0,1223224993,2008-10-06 00:43:13,0,0,666.2430585390233,0.05159903144344891,0
122,39.892101,116.368423,157.0,1223225116,2008-10-06 00:45:16,0,0,666.3198646850055,0.11199165287033408,0
123,39.893326,116.368376,174.0,1223225220,2008-10-06 00:47:00,0,0,666.4560344692787,0.32749850988050566,0
124,39.898141,116.366911,125.0,1223263872,2008-10-06 11:31:12,0,0,666.9902428006898,2.2835655078756067,3
125,39.877391,116.367953,98.0,1223264289,2008-10-06 11:38:09,0,0,664.6838785423212,1.4038721930488438,3
126,39.864603,116.367815,105.0,1223264491,2008-10-06 11:41:31,0,0,663.2618680619457,0.4091313461006715,3
127,39.863493,116.369056,151.0,1223308820,2008-10-07 00:00:20,1,0,663.1394577080478,0.23960908368672637,0
128,39.865801,116.368216,174.0,1223308944,2008-10-07 00:02:24,1,0,663.395398250337,0.08036668478389943,0
129,39.866773,116.368184,135.0,1223309152,2008-10-07 00:05:52,1,0,663.5034490284432,0.09632050295800536,0
130,39.867859,116.368216,135.0,1223309395,2008-10-07 00:09:55,1,0,663.6242273859643,1.373086037596398,0
131,39.880453,116.368566,295.0,1223309666,2008-10-07 00:14:26,1,0,665.0248390871382,0.05266610413012854,0
132,39.881155,116.3685,282.0,1223309777,2008-10-07 00:16:17,1,0,665.102840832161,0.04440300782615451,0
133,39.881798,116.368495,197.0,1223309886,2008-10-07 00:18:06,1,0,665.1743319650377,0.4307048298660749,0
134,39.885888,116.36842,200.0,1223309994,2008-10-07 00:19:54,1,0,665.629038391698,0.07969767961440768,0
135,39.886816,116.368516,213.0,1223310141,2008-10-07 00:22:21,1,0,665.7323006556528,0.6120428555116054,0
136,39.892573,116.368659,253.0,1223310317,2008-10-07 00:25:17,1,0,666.3725378797908,0.12025496299533374,0
137,39.893883,116.368366,246.0,1223310424,2008-10-07 00:27:04,1,0,666.5179592507773,0.4829159075126284,0
138,39.898206,116.367001,148.0,1223347893,2008-10-07 10:51:33,1,0,666.9975414318542,0.40254725645449857,3
139,39.893098,116.368058,210.0,1223348001,2008-10-07 10:53:21,1,0,666.4304263611763,1.0373394087502072,3
140,39.883541,116.368029,121.0,1223348162,2008-10-07 10:56:02,1,0,665.3677590338999,2.3489675536505037,3
141,39.86341,116.368981,259.0,1223396419,2008-10-08 00:20:19,2,0,663.13016734308,0.23350126469502944,0
142,39.865663,116.36824,180.0,1223396514,2008-10-08 00:21:54,2,0,663.3800735014686,0.07492422322051723,0
143,39.866595,116.368253,161.0,1223396682,2008-10-08 00:24:42,2,0,663.4837131814404,0.981190197914686,0
144,39.875613,116.368309,154.0,1223396872,2008-10-08 00:27:52,2,0,664.486470526993,0.14276778604985055,0
145,39.877138,116.368383,154.0,1223396995,2008-10-08 00:29:55,2,0,664.6560954040599,0.5046051211082232,0
146,39.88194,116.368391,161.0,1223397108,2008-10-08 00:31:48,2,0,665.1900365269837,0.5491925609267242,0
147,39.887126,116.368375,151.0,1223397270,2008-10-08 00:34:30,2,0,665.7666552139365,1.103306115609112,0
148,39.898049,116.367045,141.0,1223436244,2008-10-08 11:24:04,2,0,666.9801194322831,1.7662497332120275,3
149,39.881934,116.368028,121.0,1223436577,2008-10-08 11:29:37,2,0,665.1890757200734,2.130955370123933,3
150,39.863576,116.368951,72.0,1223481658,2008-10-09 00:00:58,3,0,663.1486002516814,0.09714763781059652,0
151,39.864068,116.367893,121.0,1223481752,2008-10-09 00:02:32,3,0,663.2024443293981,0.13043005705686678,0
152,39.865493,116.368118,108.0,1223481906,2008-10-09 00:05:06,3,0,663.3610722445526,0.17219167201584196,0
153,39.86727,116.368056,164.0,1223482130,2008-10-09 00:08:50,3,0,663.5586067975232,1.0713755433112273,0
154,39.877138,116.368291,112.0,1223482453,2008-10-09 00:14:13,3,0,664.6560207722266,1.0300001165624426,0
155,39.886656,116.368309,180.0,1223482739,2008-10-09 00:18:59,3,0,665.7143424308225,0.7865146857173344,0
156,39.893994,116.368571,213.0,1223483109,2008-10-09 00:25:09,3,0,666.5304674611101,0.12057905447269725,0
157,39.898134,116.366921,161.0,1223523859,2008-10-09 11:44:19,3,0,666.9894723819717,0.4652860047040644,3
158,39.893806,116.368026,207.0,1223523999,2008-10-09 11:46:39,3,0,666.5091231997068,0.5595594588548106,3
159,39.888558,116.368085,135.0,1223524162,2008-10-09 11:49:22,3,0,665.9256449923662,1.9995263651082065,3
160,39.870338,116.367976,118.0,1223524455,2008-10-09 11:54:15,3,0,663.8996733000843,0.925799780995698,3
161,39.86349,116.369021,236.0,1223567723,2008-10-09 23:55:23,3,0,663.1390953831688,0.10032414505366605,8
162,39.864146,116.367973,203.0,1223567878,2008-10-09 23:57:58,3,0,663.2111818229997,0.09928142659005099,8
163,39.865218,116.368093,151.0,1223568066,2008-10-10 00:01:06,4,0,663.3304747203626,0.1343781208502228,0
164,39.866636,116.368428,276.0,1223568244,2008-10-10 00:04:04,4,0,663.488414214235,0.12174903944173834,0
165,39.867968,116.368221,125.0,1223568457,2008-10-10 00:07:37,4,0,663.6363511580718,0.9574569182511183,0
166,39.876769,116.368354,167.0,1223568684,2008-10-10 00:11:24,4,0,664.6150427384644,0.551998556204807,0
167,39.88196,116.368309,151.0,1223568834,2008-10-10 00:13:54,4,0,665.1921938538749,0.4718564663590551,0
168,39.886456,116.368263,203.0,1223569031,2008-10-10 00:17:11,4,0,665.6920671905347,1.2946293364476658,0
169,39.898094,116.366774,157.0,1223608747,2008-10-10 11:19:07,4,0,666.9849085620136,0.436717182436256,3
170,39.89412,116.368216,98.0,1223608942,2008-10-10 11:22:22,4,0,666.54419007245,0.4074376748183393,3
171,39.890204,116.368195,121.0,1223609068,2008-10-10 11:24:28,4,0,666.1087526844842,0.1299800872428791,3
172,39.888809,116.368143,154.0,1223609216,2008-10-10 11:26:56,4,0,665.9536005083845,0.733796023027465,3
173,39.882003,116.368091,151.0,1223609382,2008-10-10 11:29:42,4,0,665.1967986918127,0.49876518605365205,3
174,39.877301,116.368048,148.0,1223609499,2008-10-10 11:31:39,4,0,664.673948115979,0.8028287695615293,3
175,39.869838,116.36804,135.0,1223609611,2008-10-10 11:33:31,4,0,663.8441299879553,0.5854786356420538,3
176,39.864356,116.367798,148.0,1223609741,2008-10-10 11:35:41,4,0,663.234390389097,0.3792567884583727,3
177,39.863479,116.369116,233.0,1223826329,2008-10-12 23:45:29,6,1,663.1379503775553,0.08748892861222898,8
178,39.863451,116.367866,213.0,1223826396,2008-10-12 23:46:36,6,1,663.1338182283002,0.30977736180496124,8
179,39.866486,116.368246,144.0,1223826583,2008-10-12 23:49:43,6,1,663.4715877837559,0.12933895290643266,8
180,39.867873,116.368211,135.0,1223826847,2008-10-12 23:54:07,6,1,663.6257799912173,0.6907615729507347,8
181,39.874346,116.368271,82.0,1223827136,2008-10-12 23:58:56,6,1,664.3455619052496,0.3338079035499044,8
182,39.877578,116.368266,689.0,1223827382,2008-10-13 00:03:02,0,0,664.7049241384397,0.8817770027661297,0
183,39.885763,116.368256,305.0,1223827572,2008-10-13 00:06:12,0,0,665.6150068008437,0.04192836723503407,0
184,39.886383,116.368276,279.0,1223827737,2008-10-13 00:08:57,0,0,665.6839608323073,0.08018186743668396,0
185,39.887359,116.368308,213.0,1223827903,2008-10-13 00:11:43,0,0,665.7925082450491,0.6359274338678285,0
186,39.898049,116.366791,135.0,1223867639,2008-10-13 11:13:59,0,0,666.9799184238665,1.0322668675498705,3
187,39.888571,116.36801,144.0,1223867860,2008-10-13 11:17:40,0,0,665.9270300056851,2.0398738343360985,3
188,39.869994,116.367983,167.0,1223868173,2008-10-13 11:22:53,0,0,663.8614295628364,0.8741474608487171,3
189,39.863459,116.369058,95.0,1223913671,2008-10-14 00:01:11,1,0,663.135678894165,0.3302676863477799,0
190,39.866606,116.368205,174.0,1223913851,2008-10-14 00:04:11,1,0,663.4848973208304,0.07846037338869322,0
191,39.867575,116.368131,131.0,1223913979,2008-10-14 00:06:19,1,0,663.5925805017924,0.08320128191905164,0
192,39.868583,116.368161,174.0,1223914114,2008-10-14 00:08:34,1,0,663.7046843992845,0.8363113708764233,0
193,39.876348,116.368351,157.0,1223914229,2008-10-14 00:10:29,1,0,664.5682292919463,2.249021563339441,0
194,40.037185,116.299373,184.0,1224003103,2008-10-15 00:51:43,2,0,682.4247807505709,0.31853725469431554,0
195,40.034251,116.300679,128.0,1224003226,2008-10-15 00:53:46,2,0,682.0985347782572,1.7258538866836786,0
196,40.019533,116.308111,138.0,1224003538,2008-10-15 00:58:58,2,0,680.4623435770771,0.15876661664680242,0
197,40.017915,116.308644,131.0,1224003662,2008-10-15 01:01:02,2,0,680.2824817326562,2.016342155518533,0
198,40.0083,116.329093,217.0,1224003948,2008-10-15 01:05:48,2,0,679.217815627531,1.7163717789077932,0
199,39.897953,116.366853,207.0,1224040211,2008-10-15 11:10:11,2,0,666.9692931492723,0.4244798687074519,3
200,39.894021,116.368145,184.0,1224040336,2008-10-15 11:12:16,2,0,666.5331249633431,0.6121404270192256,3
201,39.888264,116.368131,180.0,1224040481,2008-10-15 11:14:41,2,0,665.8929922156475,1.1819171476455677,3
202,39.877373,116.367919,154.0,1224040679,2008-10-15 11:17:59,2,0,664.6818497019698,0.8378917128502639,3
203,39.869576,116.368018,157.0,1224040807,2008-10-15 11:20:07,2,0,663.8149803944985,0.8210624912764507,3
204,39.863438,116.368971,131.0,1224086510,2008-10-16 00:01:50,3,0,663.1332724529326,0.508119879814988,0
205,39.868194,116.368183,184.0,1224086703,2008-10-16 00:05:03,3,0,663.661449295826,0.7711900623847108,0
206,39.875335,116.368341,151.0,1224086888,2008-10-16 00:08:08,3,0,664.455585653976,0.15856935086891563,0
207,39.877014,116.368348,135.0,1224087010,2008-10-16 00:10:10,3,0,664.642279432987,0.4530103320613042,0
208,39.881283,116.368326,154.0,1224087124,2008-10-16 00:12:04,3,0,665.1169319547122,0.4058922141736564,0
209,39.885181,116.368351,171.0,1224087389,2008-10-16 00:16:29,3,0,665.5503710889913,0.060824247493391534,0
210,39.88595,116.368314,197.0,1224087556,2008-10-16 00:19:16,3,0,665.6358462859151,0.08152568576743364,0
211,39.886939,116.368318,167.0,1224087718,2008-10-16 00:21:58,3,0,665.7458165077874,0.7583660397193906,0
212,39.898138,116.366743,148.0,1224128393,2008-10-16 11:39:53,3,0,666.9897764622674,1.0902504210485433,3
213,39.888128,116.368078,135.0,1224128671,2008-10-16 11:44:31,3,0,665.8778275985095,1.1431001503258091,3
214,39.877621,116.367998,95.0,1224128850,2008-10-16 11:47:30,3,0,664.7094885766421,1.6954718811047842,3
215,39.863556,116.368968,184.0,1224172638,2008-10-16 23:57:18,3,0,663.1463904034625,0.4013117913377075,8
216,39.867363,116.368171,161.0,1224172808,2008-10-17 00:00:08,4,0,663.5690406247446,0.9688105690030258,0
217,39.876286,116.368309,161.0,1224173075,2008-10-17 00:04:35,4,0,664.5613014358821,0.5874603667968965,0
218,39.881794,116.368393,161.0,1224173268,2008-10-17 00:07:48,4,0,665.1738044012282,0.5764689470267729,0
219,39.887179,116.368521,167.0,1224173453,2008-10-17 00:10:53,4,0,665.7726667017611,1.1920567007464262,0
220,39.939269,116.346963,164.0,1224215299,2008-10-17 11:48:19,4,0,671.549946168973,0.8597016694899274,3
221,39.931621,116.349253,220.0,1224215622,2008-10-17 11:53:42,4,0,670.7008390000694,7.931446712483049,3
222,39.863383,116.368981,167.0,1224430878,2008-10-19 23:41:18,6,1,663.1271652147809,0.3304870428076948,8
223,39.866549,116.368183,190.0,1224431059,2008-10-19 23:44:19,6,1,663.478541643916,0.1745798015402593,8
224,39.86836,116.368171,138.0,1224431295,2008-10-19 23:48:15,6,1,663.6798971190894,1.290224737808995,8
225,39.880211,116.368351,190.0,1224431541,2008-10-19 23:52:21,6,1,664.997756476384,0.6731902054667486,8
226,39.886531,116.368326,141.0,1224431800,2008-10-19 23:56:40,6,1,665.70045743467,0.08378107290636917,8
227,39.887478,116.368435,171.0,1224431964,2008-10-19 23:59:24,6,1,665.8058427477487,0.6245209834418073,8
228,39.893311,116.368466,180.0,1224432063,2008-10-20 00:01:03,0,0,666.4544395035426,0.597639500455349,0
229,39.989874,116.415403,469.0,1224521182,2008-10-21 00:46:22,1,0,677.2414880403741,7.549679026048573,0
230,39.985731,116.341305,869.0,1225419564,2008-10-31 10:19:24,4,0,676.7132777797874,6.446235768130425,3
231,39.927868,116.349735,148.0,1225420371,2008-10-31 10:32:51,4,0,670.283814104854,7.511659038698468,3
232,39.863388,116.368901,144.0,1225485340,2008-11-01 04:35:40,5,1,663.1276555301181,0.5363020723357816,0
233,39.868451,116.368246,154.0,1225485506,2008-11-01 04:38:26,5,1,663.6900762375793,14.022312736386569,0
234,39.9918,116.334208,246.0,1225487173,2008-11-01 05:06:13,5,1,677.3849938919029,0.10030486319243984,0
235,39.915369,116.455791,620.0,1225767754,2008-11-04 11:02:34,1,0,669.0224944254126,0.6047918692569577,3
236,39.914944,116.463161,-30.0,1225767889,2008-11-04 11:04:49,1,0,668.9891021329745,0.5471158636718145,3
237,39.914361,116.469859,85.0,1225768103,2008-11-04 11:08:23,1,0,668.9374397573116,0.24231205902391395,3
238,39.939126,116.346238,210.0,1225938990,2008-11-06 10:36:30,3,0,671.5336489969152,0.7546608799195182,3
239,39.936108,116.338175,177.0,1225939141,2008-11-06 10:39:01,3,0,671.1940719425347,1.4803420284539492,3
240,39.922538,116.338171,72.0,1225939489,2008-11-06 10:44:49,3,0,669.6851738191936,0.5323837090164523,3
241,39.917503,116.33855,138.0,1225939650,2008-11-06 10:47:30,3,0,669.1254857079565,1.054783955066232,3
242,39.907795,116.338168,105.0,1225939883,2008-11-06 10:51:23,3,0,668.0458462223822,0.050996756466102244,3
243,39.907624,116.337441,131.0,1225940040,2008-11-06 10:54:00,3,0,668.0265076576266,0.45229945185761483,3
