,Latitude,Longitude,Altitude,Date,DateStr,IsWeekend,Dis2Center,Dis2Destination,Weekday_0,Weekday_1,Weekday_2,Weekday_3,Weekday_4,Weekday_5,Weekday_6,Time_0,Time_3,Time_4,Time_8,PassengerID,Weekday,Time,Time_1,Time_2,Time_5,Time_6,Time_7
61,39.894306,116.368655,203.0,1222188823.0,2008-09-24 00:53:43,0.0,666.5652269616318,0.4268334571393115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,39.987083,116.326868,174.0,1222227300.0,2008-09-24 11:35:00,0.0,676.8578835818992,0.1951625772104317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,39.985076,116.327036,217.0,1222227483.0,2008-09-24 11:38:03,0.0,676.6347692787065,1.1211495084702217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,39.898093,116.36697,52.0,1222233228.0,2008-09-24 13:13:48,0.0,666.9849523727078,0.4524087459704676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,39.893986,116.368253,174.0,1222233361.0,2008-09-24 13:16:01,0.0,666.5293204775326,0.6294584324638789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,39.888096,116.368076,72.0,1222233523.0,2008-09-24 13:18:43,0.0,665.8742679018749,2.009889160068788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,39.869768,116.367946,135.0,1222233847.0,2008-09-24 13:24:07,0.0,663.8362707099399,0.8727258266026018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,39.863164,116.369006,171.0,1222271966.0,2008-09-24 23:59:26,0.0,663.1028351458152,0.129191276814188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,39.864071,116.367874,167.0,1222272033.0,2008-09-25 00:00:33,0.0,663.2027625525316,0.2689204758166791,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,39.866743,116.368228,171.0,1222272328.0,2008-09-25 00:05:28,0.0,663.50014901893,1.5452271614507975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,39.880825,116.368418,282.0,1222272747.0,2008-09-25 00:12:27,0.0,665.0660815256615,0.4609567116830544,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,39.885203,116.368383,164.0,1222272974.0,2008-09-25 00:16:14,0.0,665.5528432028445,0.0693250120426219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,39.886029,116.368413,240.0,1222273138.0,2008-09-25 00:18:58,0.0,665.6447105139421,0.1193598655481192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,39.887301,116.368163,220.0,1222273297.0,2008-09-25 00:21:37,0.0,665.7859419850241,1.1784281522245463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,39.898123,116.366974,213.0,1222310524.0,2008-09-25 10:42:04,0.0,666.9882912493526,0.4375942124485367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,39.894084,116.368178,131.0,1222310642.0,2008-09-25 10:44:02,0.0,666.5401565599759,0.3420363327981423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,39.890798,116.36815,59.0,1222310751.0,2008-09-25 10:45:51,0.0,666.1747632762623,0.1320781192147169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,39.889386,116.368025,138.0,1222310900.0,2008-09-25 10:48:20,0.0,666.0176620406169,0.0977419881575497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,39.888246,116.368021,154.0,1222311055.0,2008-09-25 10:50:55,0.0,665.8909020794916,0.6658592375455549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,39.881996,116.368064,164.0,1222311216.0,2008-09-25 10:53:36,0.0,665.195998560658,1.3191231796839071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,39.869873,116.367973,128.0,1222311441.0,2008-09-25 10:57:21,0.0,663.8479674810853,0.9770428460219346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,39.86329,116.369009,253.0,1222358262.0,2008-09-25 23:57:42,0.0,663.1168475410742,0.0592822132974401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,39.863348,116.368015,157.0,1222358320.0,2008-09-25 23:58:40,0.0,663.1224861187467,0.1154207772938736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,39.864636,116.368074,148.0,1222358529.0,2008-09-26 00:02:09,0.0,663.265746708185,0.0897076604559149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,39.865703,116.368235,180.0,1222358699.0,2008-09-26 00:04:59,0.0,663.3845170449144,0.0769562720861056,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,39.866655,116.368236,115.0,1222358849.0,2008-09-26 00:07:29,0.0,663.4903707862493,0.0902538527023458,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,39.867701,116.368205,138.0,1222358992.0,2008-09-26 00:09:52,0.0,663.60665043472,0.0704214540138164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,39.868565,116.368161,154.0,1222359123.0,2008-09-26 00:12:03,0.0,663.702682978074,0.8107747523506647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,39.876075,116.368288,197.0,1222359438.0,2008-09-26 00:17:18,0.0,664.5378233043963,0.5888153235426562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,39.881593,116.36843,203.0,1222359608.0,2008-09-26 00:20:08,0.0,665.1514852236114,0.5676841268680755,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,39.886954,116.368371,154.0,1222359787.0,2008-09-26 00:23:07,0.0,665.7475272816713,1.2327255647390707,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,39.897916,116.366873,115.0,1222399635.0,2008-09-26 11:27:15,0.0,666.9651949228065,0.3886068631323237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,39.894443,116.368251,230.0,1222399754.0,2008-09-26 11:29:14,0.0,666.5801327362495,0.6129595929035432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,39.888671,116.367935,253.0,1222399958.0,2008-09-26 11:32:38,0.0,665.9380886275394,2.0804599791683063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,39.869701,116.367931,121.0,1222400259.0,2008-09-26 11:37:39,0.0,663.828808859583,0.8398843099248589,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,39.863286,116.369023,138.0,1222446652.0,2008-09-27 00:30:52,1.0,663.1164142800625,0.2410950291159745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,39.865573,116.368193,131.0,1222446788.0,2008-09-27 00:33:08,1.0,663.3700282570663,0.104523514798078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,39.866766,116.368253,220.0,1222446965.0,2008-09-27 00:36:05,1.0,663.502726680073,0.1128325338415368,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,39.868029,116.368228,125.0,1222447234.0,2008-09-27 00:40:34,1.0,663.64313943011,6.073943641137453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,39.863249,116.369033,118.0,1222532342.0,2008-09-28 00:19:02,1.0,663.1123084674875,0.1095112791330579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,39.864021,116.367966,148.0,1222532424.0,2008-09-28 00:20:24,1.0,663.1972774006517,0.1866470002343167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,39.865941,116.368258,105.0,1222532556.0,2008-09-28 00:22:36,1.0,663.4109989483575,0.0483705375624358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,39.86664,116.368269,49.0,1222532705.0,2008-09-28 00:25:05,1.0,663.4887297234372,0.0851798957283462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
