Latitude,Longitude,Altitude,Date,DateStr,IsWeekend,Dis2Center,Dis2Destination,Weekday_0,Weekday_1,Weekday_2,Weekday_3,Weekday_4,Weekday_5,Weekday_6,Time_0,Time_3,Time_4,Time_8
39.86349,116.369021,236,1223567723,2008/10/9 23:55,0,663.1390954,0.100324145,0,0,0,1,0,0,0,0,0,0,1
39.863493,116.369056,151,1223308820,2008/10/7 0:00,0,663.1394577,0.239609084,0,1,0,0,0,0,0,1,0,0,0
39.863538,116.368998,200,1225985486,2008/11/6 23:31,0,663.1444136,1.313822612,0,0,0,1,0,0,0,0,0,0,1
39.863546,116.367876,151,1222185817,2008/9/24 0:03,0,663.1443894,0.110711802,0,0,1,0,0,0,0,1,0,0,0
39.863556,116.368968,184,1224172638,2008/10/16 23:57,0,663.1463904,0.401311791,0,0,0,1,0,0,0,0,0,0,1
39.863576,116.368951,72,1223481658,2008/10/9 0:00,0,663.1486003,0.097147638,0,0,0,1,0,0,0,1,0,0,0
39.863586,116.369023,79,1222009313,2008/9/21 23:01,1,663.1497713,0.163608192,0,0,0,0,0,0,1,0,0,0,1
39.863633,116.369021,157,1222185631,2008/9/24 0:00,0,663.1549955,0.101053365,0,0,1,0,0,0,0,1,0,0,0
39.863648,116.369043,59,1223221888,2008/10/5 23:51,1,663.1566815,0.031239733,0,0,0,0,0,0,1,0,0,0,1
39.863711,116.367901,157,1223222263,2008/10/5 23:57,1,663.1627559,0.230583539,0,0,0,0,0,0,1,0,0,0,1
39.864021,116.367966,148,1222532424,2008/9/28 0:20,1,663.1972774,0.186647,0,0,0,0,0,0,1,1,0,0,0
39.864068,116.367893,121,1223481752,2008/10/9 0:02,0,663.2024443,0.130430057,0,0,0,1,0,0,0,1,0,0,0
39.864071,116.367874,167,1222272033,2008/9/25 0:00,0,663.2027626,0.268920476,0,0,0,1,0,0,0,1,0,0,0
39.864146,116.367973,203,1223567878,2008/10/9 23:57,0,663.2111818,0.099281427,0,0,0,1,0,0,0,0,0,0,1
39.864156,116.367913,187,1221667272,2008/9/18 0:01,0,663.2122452,0.378376804,0,0,0,1,0,0,0,1,0,0,0
39.864356,116.367798,148,1223609741,2008/10/10 11:35,0,663.2343904,0.379256788,0,0,0,0,1,0,0,0,1,0,0
39.864603,116.367815,105,1223264491,2008/10/6 11:41,0,663.2618681,0.409131346,1,0,0,0,0,0,0,0,1,0,0
39.864636,116.368074,148,1222358529,2008/9/26 0:02,0,663.2657467,0.08970766,0,0,0,0,1,0,0,1,0,0,0
39.864798,116.368001,154,1222186360,2008/9/24 0:12,0,663.2837004,0.182083979,0,0,1,0,0,0,0,1,0,0,0
39.865019,116.367964,161,1222009500,2008/9/21 23:05,1,663.3082435,0.046986412,0,0,0,0,0,0,1,0,0,0,1
39.865085,116.358456,387,1221756327,2008/9/19 0:45,0,663.308432,13.29851245,0,0,0,0,1,0,0,1,0,0,0
39.865101,116.368101,180,1222099487,2008/9/23 0:04,0,663.317472,0.163350003,0,1,0,0,0,0,0,1,0,0,0
39.865218,116.368093,151,1223568066,2008/10/10 0:01,0,663.3304747,0.134378121,0,0,0,0,1,0,0,1,0,0,0
39.865493,116.368118,108,1223481906,2008/10/9 0:05,0,663.3610722,0.172191672,0,0,0,1,0,0,0,1,0,0,0
39.865573,116.368193,131,1222446788,2008/9/27 0:33,1,663.3700283,0.104523515,0,0,0,0,0,1,0,1,0,0,0
39.865663,116.36824,180,1223396514,2008/10/8 0:21,0,663.3800735,0.074924223,0,0,1,0,0,0,0,1,0,0,0
39.865678,116.368105,121,1222009655,2008/9/21 23:07,1,663.3816319,0.10244939,0,0,0,0,0,0,1,0,0,0,1
39.865703,116.368235,180,1222358699,2008/9/26 0:04,0,663.384517,0.076956272,0,0,0,0,1,0,0,1,0,0,0
39.865801,116.368216,174,1223308944,2008/10/7 0:02,0,663.3953983,0.080366685,0,1,0,0,0,0,0,1,0,0,0
39.865941,116.368258,105,1222532556,2008/9/28 0:22,1,663.4109989,0.048370538,0,0,0,0,0,0,1,1,0,0,0
39.866041,116.368203,95,1223222517,2008/10/6 0:01,0,663.4220733,0.011627312,1,0,0,0,0,0,0,1,0,0,0
39.866284,116.368256,148,1223222629,2008/10/6 0:03,0,663.4491355,0.171330258,1,0,0,0,0,0,0,1,0,0,0
39.866486,116.368246,144,1223826583,2008/10/12 23:49,1,663.4715878,0.129338953,0,0,0,0,0,0,1,0,0,0,1
39.866549,116.368183,190,1224431059,2008/10/19 23:44,1,663.4785416,0.174579802,0,0,0,0,0,0,1,0,0,0,1
39.866595,116.368253,161,1223396682,2008/10/8 0:24,0,663.4837132,0.981190198,0,0,1,0,0,0,0,1,0,0,0
39.866606,116.368205,174,1223913851,2008/10/14 0:04,0,663.4848973,0.078460373,0,1,0,0,0,0,0,1,0,0,0
39.866636,116.368428,276,1223568244,2008/10/10 0:04,0,663.4884142,0.121749039,0,0,0,0,1,0,0,1,0,0,0
39.86664,116.368269,49,1222532705,2008/9/28 0:25,1,663.4887297,0.085179896,0,0,0,0,0,0,1,1,0,0,0
39.866655,116.368235,157,1222186904,2008/9/24 0:21,0,663.49037,0.159195359,0,0,1,0,0,0,0,1,0,0,0
39.866655,116.368236,115,1222358849,2008/9/26 0:07,0,663.4903708,0.090253853,0,0,0,0,1,0,0,1,0,0,0
39.866743,116.368228,171,1222272328,2008/9/25 0:05,0,663.500149,1.545227161,0,0,0,1,0,0,0,1,0,0,0
39.866766,116.368253,220,1222446965,2008/9/27 0:36,1,663.5027267,0.112832534,0,0,0,0,0,1,0,1,0,0,0
39.866773,116.368184,135,1223309152,2008/10/7 0:05,0,663.503449,0.096320503,0,1,0,0,0,0,0,1,0,0,0
39.866813,116.368151,174,1222099814,2008/9/23 0:10,0,663.5078699,0.177022568,0,1,0,0,0,0,0,1,0,0,0
39.866849,116.36816,128,1222009892,2008/9/21 23:11,1,663.51188,0.999548446,0,0,0,0,0,0,1,0,0,0,1
39.866859,116.368156,187,1221578703,2008/9/16 23:25,0,663.5129887,0.252169396,0,1,0,0,0,0,0,0,0,0,1
39.86727,116.368056,164,1223482130,2008/10/9 0:08,0,663.5586068,1.071375543,0,0,0,1,0,0,0,1,0,0,0
39.867363,116.368171,161,1224172808,2008/10/17 0:00,0,663.5690406,0.968810569,0,0,0,0,1,0,0,1,0,0,0
39.867575,116.368131,131,1223913979,2008/10/14 0:06,0,663.5925805,0.083201282,0,1,0,0,0,0,0,1,0,0,0
39.867613,116.368175,115,1222532906,2008/9/28 0:28,1,663.5968414,1.021158373,0,0,0,0,0,0,1,1,0,0,0
39.867701,116.368205,138,1222358992,2008/9/26 0:09,0,663.6066504,0.070421454,0,0,0,0,1,0,0,1,0,0,0
39.867794,116.368106,203,1221667393,2008/9/18 0:03,0,663.6169109,1.549737019,0,0,0,1,0,0,0,1,0,0,0
39.867859,116.368216,135,1223309395,2008/10/7 0:09,0,663.6242274,1.373086038,0,1,0,0,0,0,0,1,0,0,0
39.867873,116.368211,135,1223826847,2008/10/12 23:54,1,663.62578,0.690761573,0,0,0,0,0,0,1,0,0,0,1
39.867968,116.368221,125,1223568457,2008/10/10 0:07,0,663.6363512,0.957456918,0,0,0,0,1,0,0,1,0,0,0
39.868029,116.368228,125,1222447234,2008/9/27 0:40,1,663.6431394,6.073943641,0,0,0,0,0,1,0,1,0,0,0
39.868081,116.368206,171,1223222844,2008/10/6 0:07,0,663.6489035,0.939983247,1,0,0,0,0,0,0,1,0,0,0
39.868194,116.368183,184,1224086703,2008/10/16 0:05,0,663.6614493,0.771190062,0,0,0,1,0,0,0,1,0,0,0
39.868349,116.368173,157,1222187140,2008/9/24 0:25,0,663.6786756,0.577367268,0,0,1,0,0,0,0,1,0,0,0
39.86836,116.368171,138,1224431295,2008/10/19 23:48,1,663.6798971,1.290224738,0,0,0,0,0,0,1,0,0,0,1
39.868451,116.368246,154,1225485506,2008/11/1 4:38,1,663.6900762,14.02231274,0,0,0,0,0,1,0,1,0,0,0
39.868565,116.368161,154,1222359123,2008/9/26 0:12,0,663.702683,0.810774752,0,0,0,0,1,0,0,1,0,0,0
39.868583,116.368161,174,1223914114,2008/10/14 0:08,0,663.7046844,0.836311371,0,1,0,0,0,0,0,1,0,0,0
39.868619,116.368148,154,1222100124,2008/9/23 0:15,0,663.7086767,0.653419765,0,1,0,0,0,0,0,1,0,0,0
39.869393,116.368248,138,1221578900,2008/9/16 23:28,0,663.7948189,13.50966493,0,1,0,0,0,0,0,0,0,0,1
39.869576,116.368018,157,1224040807,2008/10/15 11:20,0,663.8149804,0.821062491,0,0,1,0,0,0,0,0,1,0,0
39.869606,116.368021,131,1221539707,2008/9/16 12:35,0,663.8183185,0.877765982,0,1,0,0,0,0,0,0,0,1,0
39.869631,116.368013,118,1222055763,2008/9/22 11:56,0,663.8210918,0.896602721,1,0,0,0,0,0,0,0,1,0,0
39.869701,116.367931,121,1222400259,2008/9/26 11:37,0,663.8288089,0.83988431,0,0,0,0,1,0,0,0,1,0,0
39.869768,116.367946,135,1222233847,2008/9/24 13:24,0,663.8362707,0.872725827,0,0,1,0,0,0,0,0,0,1,0
39.869833,116.36796,144,1222145549,2008/9/23 12:52,0,663.8435094,0.84630098,0,1,0,0,0,0,0,0,0,1,0
39.869838,116.36804,135,1223609611,2008/10/10 11:33,0,663.84413,0.585478636,0,0,0,0,1,0,0,0,1,0,0
39.869873,116.367973,128,1222311441,2008/9/25 10:57,0,663.8479675,0.977042846,0,0,0,1,0,0,0,0,1,0,0
39.869979,116.367973,115,1228511087,2008/12/6 5:04,1,663.8597536,0.848752043,0,0,0,0,0,1,0,1,0,0,0
39.869994,116.367983,167,1223868173,2008/10/13 11:22,0,663.8614296,0.874147461,1,0,0,0,0,0,0,0,1,0,0
39.870338,116.367976,118,1223524455,2008/10/9 11:54,0,663.8996733,0.925799781,0,0,0,1,0,0,0,0,1,0,0
39.873803,116.368301,131,1222187361,2008/9/24 0:29,0,664.28521,0.106701938,0,0,1,0,0,0,0,1,0,0,0
39.874346,116.368271,82,1223827136,2008/10/12 23:58,1,664.3455619,0.333807904,0,0,0,0,0,0,1,0,0,0,1
39.874726,116.368268,200,1222100306,2008/9/23 0:18,0,664.3878117,0.168130621,0,1,0,0,0,0,0,1,0,0,0
39.87499,116.368309,262,1222187480,2008/9/24 0:31,0,664.4171991,0.126590749,0,0,1,0,0,0,0,1,0,0,0
39.875335,116.368341,151,1224086888,2008/10/16 0:08,0,664.4555857,0.158569351,0,0,0,1,0,0,0,1,0,0,0
39.875578,116.368244,167,1225985774,2008/11/6 23:36,0,664.4825262,0.149670135,0,0,0,1,0,0,0,0,0,0,1
39.875613,116.368309,154,1223396872,2008/10/8 0:27,0,664.4864705,0.142767786,0,0,1,0,0,0,0,1,0,0,0
39.876075,116.368288,197,1222359438,2008/9/26 0:17,0,664.5378233,0.588815324,0,0,0,0,1,0,0,1,0,0,0
39.876086,116.36822,141,1222010262,2008/9/21 23:17,1,664.5389913,0.111640382,0,0,0,0,0,0,1,0,0,0,1
39.876286,116.368309,161,1224173075,2008/10/17 0:04,0,664.5613014,0.587460367,0,0,0,0,1,0,0,1,0,0,0
39.876348,116.368351,157,1223914229,2008/10/14 0:10,0,664.5682293,2.249021563,0,1,0,0,0,0,0,1,0,0,0
39.876384,116.368371,144,1222187606,2008/9/24 0:33,0,664.5722484,0.905130672,0,0,1,0,0,0,0,1,0,0,0
39.876386,116.36826,187,1222100460,2008/9/23 0:21,0,664.5723807,1.02879626,0,1,0,0,0,0,0,1,0,0,0
39.876769,116.368354,167,1223568684,2008/10/10 0:11,0,664.6150427,0.551998556,0,0,0,0,1,0,0,1,0,0,0
39.876776,116.368343,131,1223223199,2008/10/6 0:13,0,664.6158121,0.301582354,1,0,0,0,0,0,0,1,0,0,0
39.877014,116.368348,135,1224087010,2008/10/16 0:10,0,664.6422794,0.453010332,0,0,0,1,0,0,0,1,0,0,0
39.877056,116.368323,115,1222533099,2008/9/28 0:31,1,664.6469291,0.928373387,0,0,0,0,0,0,1,1,0,0,0
39.877071,116.36824,220,1225985898,2008/11/6 23:38,0,664.6485297,0.445561955,0,0,0,1,0,0,0,0,0,0,1
39.877138,116.368383,154,1223396995,2008/10/8 0:29,0,664.6560954,0.504605121,0,0,1,0,0,0,0,1,0,0,0
39.877138,116.368291,112,1223482453,2008/10/9 0:14,0,664.6560208,1.030000117,0,0,0,1,0,0,0,1,0,0,0
39.877301,116.368048,148,1223609499,2008/10/10 11:31,0,664.6739481,0.80282877,0,0,0,0,1,0,0,0,1,0,0
39.877355,116.368264,164,1222010391,2008/9/21 23:19,1,664.6801271,0.469802631,0,0,0,0,0,0,1,0,0,0,1
39.877373,116.367919,154,1224040679,2008/10/15 11:17,0,664.6818497,0.837891713,0,0,1,0,0,0,0,0,1,0,0
39.877391,116.367953,98,1223264289,2008/10/6 11:38,0,664.6838785,1.403872193,1,0,0,0,0,0,0,0,1,0,0
39.877578,116.368266,689,1223827382,2008/10/13 0:03,0,664.7049241,0.881777003,1,0,0,0,0,0,0,1,0,0,0
39.877621,116.367998,95,1224128850,2008/10/16 11:47,0,664.7094886,1.695471881,0,0,0,1,0,0,0,0,1,0,0
39.877693,116.368041,141,1222055600,2008/9/22 11:53,0,664.717529,0.868657325,1,0,0,0,0,0,0,0,1,0,0
39.879714,116.368518,230,1223223413,2008/10/6 0:16,0,664.9426306,0.138571167,1,0,0,0,0,0,0,1,0,0,0
39.880211,116.368351,190,1224431541,2008/10/19 23:52,1,664.9977565,0.673190205,0,0,0,0,0,0,1,0,0,0,1
39.880453,116.368566,295,1223309666,2008/10/7 0:14,0,665.0248391,0.052666104,0,1,0,0,0,0,0,1,0,0,0
39.880825,116.368418,282,1222272747,2008/9/25 0:12,0,665.0660815,0.460956712,0,0,0,1,0,0,0,1,0,0,0
39.881155,116.3685,282,1223309777,2008/10/7 0:16,0,665.1028408,0.044403008,0,1,0,0,0,0,0,1,0,0,0
39.881173,116.368348,164,1223223608,2008/10/6 0:20,0,665.1047189,0.15820735,1,0,0,0,0,0,0,1,0,0,0
39.881283,116.368326,154,1224087124,2008/10/16 0:12,0,665.116932,0.405892214,0,0,0,1,0,0,0,1,0,0,0
39.881329,116.368236,236,1225985994,2008/11/6 23:39,0,665.1219738,0.505126006,0,0,0,1,0,0,0,0,0,0,1
39.881593,116.36843,203,1222359608,2008/9/26 0:20,0,665.1514852,0.567684127,0,0,0,0,1,0,0,1,0,0,0
39.881794,116.368393,161,1224173268,2008/10/17 0:07,0,665.1738044,0.576468947,0,0,0,0,1,0,0,1,0,0,0
39.881798,116.368495,197,1223309886,2008/10/7 0:18,0,665.174332,0.43070483,0,1,0,0,0,0,0,1,0,0,0
39.881819,116.368303,177,1222010533,2008/9/21 23:22,1,665.1765112,0.372726261,0,0,0,0,0,0,1,0,0,0,1
39.881934,116.368028,121,1223436577,2008/10/8 11:29,0,665.1890757,2.13095537,0,0,1,0,0,0,0,0,1,0,0
39.88194,116.368391,161,1223397108,2008/10/8 0:31,0,665.1900365,0.549192561,0,0,1,0,0,0,0,1,0,0,0
39.88196,116.368309,151,1223568834,2008/10/10 0:13,0,665.1921939,0.471856466,0,0,0,0,1,0,0,1,0,0,0
39.881968,116.36801,66,1228510879,2008/12/6 5:01,1,665.1928417,1.30855546,0,0,0,0,0,1,0,1,0,0,0
39.881979,116.368215,269,1221667649,2008/9/18 0:07,0,665.1942304,0.508061219,0,0,0,1,0,0,0,1,0,0,0
39.881996,116.368064,164,1222311216,2008/9/25 10:53,0,665.1959986,1.31912318,0,0,0,1,0,0,0,0,1,0,0
39.882003,116.368091,151,1223609382,2008/10/10 11:29,0,665.1967987,0.498765186,0,0,0,0,1,0,0,0,1,0,0
39.882854,116.368385,223,1223223748,2008/10/6 0:22,0,665.2916594,0.014710974,1,0,0,0,0,0,0,1,0,0,0
39.883236,116.368331,138,1223224022,2008/10/6 0:27,0,665.3340902,0.205350451,1,0,0,0,0,0,0,1,0,0,0
39.883541,116.368029,121,1223348162,2008/10/7 10:56,0,665.367759,2.348967554,0,1,0,0,0,0,0,0,1,0,0
39.884783,116.368336,148,1222187920,2008/9/24 0:38,0,665.5061053,0.025353053,0,0,1,0,0,0,0,1,0,0,0
39.885181,116.368351,171,1224087389,2008/10/16 0:16,0,665.5503711,0.060824247,0,0,0,1,0,0,0,1,0,0,0
39.885203,116.368383,164,1222272974,2008/9/25 0:16,0,665.5528432,0.069325012,0,0,0,1,0,0,0,1,0,0,0
39.885244,116.368381,144,1222188078,2008/9/24 0:41,0,665.5574004,0.059916475,0,0,1,0,0,0,0,1,0,0,0
39.885333,116.368424,180,1223224415,2008/10/6 0:33,0,665.5673312,0.140799447,1,0,0,0,0,0,0,1,0,0,0
39.885418,116.368218,197,1222010757,2008/9/21 23:25,1,665.5766155,0.213686033,0,0,0,0,0,0,1,0,0,0,1
39.885644,116.368361,125,1222533331,2008/9/28 0:35,1,665.6018602,0.181399813,0,0,0,0,0,0,1,1,0,0,0
39.885763,116.368256,305,1223827572,2008/10/13 0:06,0,665.6150068,0.041928367,1,0,0,0,0,0,0,1,0,0,0
39.885888,116.36842,200,1223309994,2008/10/7 0:19,0,665.6290384,0.07969768,0,1,0,0,0,0,0,1,0,0,0
39.885898,116.368365,236,1222100729,2008/9/23 0:25,0,665.6301057,0.77526431,0,1,0,0,0,0,0,1,0,0,0
39.88592,116.368333,108,1222188233,2008/9/24 0:43,0,665.632526,0.088422106,0,0,1,0,0,0,0,1,0,0,0
39.88595,116.368314,197,1224087556,2008/10/16 0:19,0,665.6358463,0.081525686,0,0,0,1,0,0,0,1,0,0,0
39.886011,116.368365,377,1225986228,2008/11/6 23:43,0,665.6426702,0.799722299,0,0,0,1,0,0,0,0,0,0,1
39.886029,116.368413,240,1222273138,2008/9/25 0:18,0,665.6447105,0.119359866,0,0,0,1,0,0,0,1,0,0,0
39.886383,116.368276,279,1223827737,2008/10/13 0:08,0,665.6839608,0.080181867,1,0,0,0,0,0,0,1,0,0,0
39.886456,116.368263,203,1223569031,2008/10/10 0:17,0,665.6920672,1.294629336,0,0,0,0,1,0,0,1,0,0,0
39.886531,116.368326,141,1224431800,2008/10/19 23:56,1,665.7004574,0.083781073,0,0,0,0,0,0,1,0,0,0,1
39.886656,116.368309,180,1223482739,2008/10/9 0:18,0,665.7143424,0.786514686,0,0,0,1,0,0,0,1,0,0,0
39.886718,116.368064,233,1221667768,2008/9/18 0:09,0,665.7210382,0.108803777,0,0,0,1,0,0,0,1,0,0,0
39.886816,116.368516,213,1223310141,2008/10/7 0:22,0,665.7323007,0.612042856,0,1,0,0,0,0,0,1,0,0,0
39.886843,116.368379,164,1223224723,2008/10/6 0:38,0,665.7351917,0.480380203,1,0,0,0,0,0,0,1,0,0,0
39.886939,116.368318,167,1224087718,2008/10/16 0:21,0,665.7458165,0.75836604,0,0,0,1,0,0,0,1,0,0,0
39.886951,116.368458,102,1222188386,2008/9/24 0:46,0,665.7472642,0.457570054,0,0,1,0,0,0,0,1,0,0,0
39.886954,116.368371,154,1222359787,2008/9/26 0:23,0,665.7475273,1.232725565,0,0,0,0,1,0,0,1,0,0,0
39.887126,116.368375,151,1223397270,2008/10/8 0:34,0,665.7666552,1.103306116,0,0,1,0,0,0,0,1,0,0,0
39.887179,116.368521,167,1224173453,2008/10/17 0:10,0,665.7726667,1.192056701,0,0,0,0,1,0,0,1,0,0,0
39.887301,116.368163,220,1222273297,2008/9/25 0:21,0,665.785942,1.178428152,0,0,0,1,0,0,0,1,0,0,0
39.887359,116.368308,213,1223827903,2008/10/13 0:11,0,665.7925082,0.635927434,1,0,0,0,0,0,0,1,0,0,0
39.887478,116.368435,171,1224431964,2008/10/19 23:59,1,665.8058427,0.624520983,0,0,0,0,0,0,1,0,0,0,1
39.887535,116.368373,161,1222533561,2008/9/28 0:39,1,665.8121303,0.780974428,0,0,0,0,0,0,1,1,0,0,0
39.887598,116.368416,187,1222011014,2008/9/21 23:30,1,665.8191702,0.688313542,0,0,0,0,0,0,1,0,0,0,1
39.887918,116.368061,367,1221667919,2008/9/18 0:11,0,665.854464,1.072944462,0,0,0,1,0,0,0,1,0,0,0
39.888096,116.368076,72,1222233523,2008/9/24 13:18,0,665.8742679,2.00988916,0,0,1,0,0,0,0,0,0,1,0
39.888128,116.368078,135,1224128671,2008/10/16 11:44,0,665.8778276,1.14310015,0,0,0,1,0,0,0,0,1,0,0
39.888246,116.368021,154,1222311055,2008/9/25 10:50,0,665.8909021,0.665859238,0,0,0,1,0,0,0,0,1,0,0
39.888264,116.368131,180,1224040481,2008/10/15 11:14,0,665.8929922,1.181917148,0,0,1,0,0,0,0,0,1,0,0
39.888396,116.368086,141,1222145294,2008/9/23 12:48,0,665.907633,2.037120908,0,1,0,0,0,0,0,0,0,1,0
39.888519,116.368036,125,1228510750,2008/12/6 4:59,1,665.9212691,0.706762981,0,0,0,0,0,1,0,1,0,0,0
39.888558,116.368085,135,1223524162,2008/10/9 11:49,0,665.925645,1.999526365,0,0,0,1,0,0,0,0,1,0,0
39.888571,116.36801,144,1223867860,2008/10/13 11:17,0,665.92703,2.039873834,1,0,0,0,0,0,0,0,1,0,0
39.888671,116.367935,253,1222399958,2008/9/26 11:32,0,665.9380886,2.080459979,0,0,0,0,1,0,0,0,1,0,0
39.888809,116.368143,154,1223609216,2008/10/10 11:26,0,665.9536005,0.733796023,0,0,0,0,1,0,0,0,1,0,0
39.889386,116.368025,138,1222310900,2008/9/25 10:48,0,666.017662,0.097741988,0,0,0,1,0,0,0,0,1,0,0
39.890204,116.368195,121,1223609068,2008/10/10 11:24,0,666.1087527,0.129980087,0,0,0,0,1,0,0,0,1,0,0
39.890798,116.36815,59,1222310751,2008/9/25 10:45,0,666.1747633,0.132078119,0,0,0,1,0,0,0,0,1,0,0
39.891293,116.368431,164,1222188497,2008/9/24 0:48,0,666.2300296,0.015567311,0,0,1,0,0,0,0,1,0,0,0
39.891411,116.368318,177,1223224993,2008/10/6 0:43,0,666.2430585,0.051599031,1,0,0,0,0,0,0,1,0,0,0
39.891663,116.368408,141,1222188613,2008/9/24 0:50,0,666.2711513,0.267534374,0,0,1,0,0,0,0,1,0,0,0
39.892101,116.368423,157,1223225116,2008/10/6 0:45,0,666.3198647,0.111991653,1,0,0,0,0,0,0,1,0,0,0
39.892573,116.368659,253,1223310317,2008/10/7 0:25,0,666.3725379,0.120254963,0,1,0,0,0,0,0,1,0,0,0
39.893098,116.368058,210,1223348001,2008/10/7 10:53,0,666.4304264,1.037339409,0,1,0,0,0,0,0,0,1,0,0
39.893118,116.368365,174,1222101022,2008/9/23 0:30,0,666.432898,0.44845483,0,1,0,0,0,0,0,1,0,0,0
39.893311,116.368466,180,1224432063,2008/10/20 0:01,0,666.4544395,0.5976395,1,0,0,0,0,0,0,1,0,0,0
39.893326,116.368376,174,1223225220,2008/10/6 0:47,0,666.4560345,0.32749851,1,0,0,0,0,0,0,1,0,0,0
39.893468,116.368466,177,1225986481,2008/11/6 23:48,0,666.4718963,0.509519705,0,0,0,1,0,0,0,0,0,0,1
39.893806,116.368026,207,1223523999,2008/10/9 11:46,0,666.5091232,0.559559459,0,0,0,1,0,0,0,0,1,0,0
39.893883,116.368366,246,1223310424,2008/10/7 0:27,0,666.5179593,0.482915908,0,1,0,0,0,0,0,1,0,0,0
39.893986,116.368253,174,1222233361,2008/9/24 13:16,0,666.5293205,0.629458432,0,0,1,0,0,0,0,0,0,1,0
39.893994,116.368571,213,1223483109,2008/10/9 0:25,0,666.5304675,0.120579054,0,0,0,1,0,0,0,1,0,0,0
39.894021,116.368145,184,1224040336,2008/10/15 11:12,0,666.533125,0.612140427,0,0,1,0,0,0,0,0,1,0,0
39.894028,116.368418,121,1222011202,2008/9/21 23:33,1,666.5341239,0.135334825,0,0,0,0,0,0,1,0,0,0,1
39.894031,116.36801,141,1228510633,2008/12/6 4:57,1,666.5341281,0.587445845,0,0,0,0,0,1,0,1,0,0,0
39.894084,116.368178,131,1222310642,2008/9/25 10:44,0,666.5401566,0.342036333,0,0,0,1,0,0,0,0,1,0,0
39.89412,116.368216,98,1223608942,2008/10/10 11:22,0,666.5441901,0.407437675,0,0,0,0,1,0,0,0,1,0,0
39.894306,116.368655,203,1222188823,2008/9/24 0:53,0,666.565227,0.426833457,0,0,1,0,0,0,0,1,0,0,0
39.894443,116.368251,230,1222399754,2008/9/26 11:29,0,666.5801327,0.612959593,0,0,0,0,1,0,0,0,1,0,0
39.895474,116.368379,203,1222011325,2008/9/21 23:35,1,666.6948732,0.291834331,0,0,0,0,0,0,1,0,0,0,1
39.897396,116.368463,157,1222101250,2008/9/23 0:34,0,666.9086485,0.112626886,0,1,0,0,0,0,0,1,0,0,0
39.89783,116.368321,240,1221668062,2008/9/18 0:14,0,666.9567901,0.048194285,0,0,0,1,0,0,0,1,0,0,0
39.897906,116.366915,167,1222145093,2008/9/23 12:44,0,666.9641162,1.038798251,0,1,0,0,0,0,0,0,0,1,0
39.897916,116.366873,115,1222399635,2008/9/26 11:27,0,666.9651949,0.388606863,0,0,0,0,1,0,0,0,1,0,0
39.897953,116.366853,207,1224040211,2008/10/15 11:10,0,666.9692931,0.424479869,0,0,1,0,0,0,0,0,1,0,0
39.897968,116.366871,131,1221539356,2008/9/16 12:29,0,666.9709752,3.127122367,0,1,0,0,0,0,0,0,0,1,0
